Review,Liked
এখানে এসে সবাই উল্লাস করছে তাই আমি অন্তহীন খুশি,positive
এখানে এসে সবাই উল্লাস করছে তাই আমি অন্তহীণ খুশি,positive
এখানে এসে সবাই উল্লাস করছে তাই আমি সীমাহারা খুশি,positive
এখানে এসে সবাই উল্লাস করছে তাই আমি সীমাহীণ খুশি,positive
এখানে এসে সবাই উল্লাস করছে তাই আমি অসীম খুশি,positive
কষ্টের মাত্রা দিন দিন বেড়ে যাচ্ছে,negative
কষ্টের সীমা দিন দিন বেড়ে যাচ্ছে,negative
কষ্টের ব্যাপ্তি দিন দিন বেড়ে যাচ্ছে,negative
কষ্টের বিস্তার দিন দিন বেড়ে যাচ্ছে,negative
আজ আনন্দের মাত্রা অনেক বেড়ে গেছে,positive
আজ আনন্দের সীমা অসীম হয়ে গেছে,positive
আজ আনন্দের ব্যাপ্তি সীমাহীন হয়ে গেছে,positive
আজ আনন্দের ব্যাপ্তি অবাধ হয়ে গেছে,positive
আজ আনন্দের ব্যাপ্তি অপার হয়ে গেছে,positive
আজ আনন্দের ব্যাপ্তি অনন্ত হয়ে গেছে,positive
আজ আনন্দের ব্যাপ্তি প্রভূত হয়ে গেছে,positive
আজ আনন্দের ব্যাপ্তি অন্তহীন হয়ে গেছে,positive
আজ আনন্দের ব্যাপ্তি অন্তহীণ হয়ে গেছে,positive
আজ আনন্দের ব্যাপ্তি সীমাহারা হয়ে গেছে,positive
আজ আনন্দের বিস্তার সীমাহীণ হয়ে গেছে,positive
তিনি সবার সাথে ভয়াবহ রকমের মজা করেন,positive
আসলে সে জায়গা টা দেখে আগের কথা মনে পড়েছে তারপরে অসাধারন ভয় পেয়েছি,negative
আসলে সে ফলাফল টা দেখে তারপরে ভয়াবহ রকমের রাগ করেছে,negative
আসলে সে ফলাফল টা দেখে তার রাগের মাত্রা বেড়ে গেছে,negative
আসলে সে ফলাফল টা দেখে তার রাগের সীমা বেড়ে গেছে,negative
আসলে সে ফলাফল টা দেখে তার রাগের ব্যাপ্তি বেড়ে গেছে,negative
আসলে সে ফলাফল টা দেখে তার রাগের বিস্তার বেড়ে গেছে,negative
বিপদে তিনি সবার আগে এগিয়ে আসেন তাই সবাই তাকে ভালোবেসে এমন উপহার দিয়ে যাচ্ছি,positive
তিনি সবার উপকার করেছেন তাই তারপরে সবাই তাকে ভালোবেসে এমন বকশিশ দিয়ে যাচ্ছি,positive
তিনি সবার কল্যাণ করেছেন তাই তারপরে সবাই তাকে ভালোবেসে এমন নৈবেদ্য দিয়ে যাচ্ছি,positive
তিনি সবার অনুগ্রহ করেছেন তাই তারপরে সবাই তাকে ভালোবেসে এমন কর্মের স্বীকৃতি দিয়ে যাচ্ছি,positive
তিনি সবার মঙ্গল করেছেন তাই তারপরে সবাই তাকে ভালোবেসে এমন উপহার দিয়ে যাচ্ছি,positive
সে খুন হয় নি এই কথা শুনে সবাই খুশি,positive
সে খুন হয় নি বরং ঠিক আছে এই কথা শুনে সবাই অনেক বেশি খুশি,positive
তার এসব কাহিনি দেখলে আমার রাগ লাগে,negative
তার এসব কাহিনী দেখলে আমার রাগ লাগে,negative
বৃষ্টি দেখতে যাচ্ছি তাই মন টা ভালো হয়ে গেলো,positive
তার এত সন্দেহ দেখে আমি চলে যাচ্ছি এখান থেকে,negative
তার এত অবিশ্বাস দেখে আমি চলে যাচ্ছি এখান থেকে,negative
তার এত দ্বিধা দেখে আমি চলে যাচ্ছি এখান থেকে,negative
তার এত সংশয় দেখে আমি চলে যাচ্ছি এখান থেকে,negative
তাদের কে পাশাপাশি দেখে ভালো লাগছে,positive
তাদের কে পাশাপাশি দেখে রাগ লাগছে,negative
তাদের দুজন কে পাশাপাশি দেখতে পাচ্ছি তাই অনেক বেশি ভালো লাগছে,positive
আমি আমার ব্যক্তিগত জীবনে খুব বেশি ভালো আছি সবসময়,positive
আমি আমার একান্ত জীবনে খুব বেশি ভালো আছি সবসময়,positive
আজ বৃষ্টি হবে তাতে কোনো সন্দেহ নেই পাশাপাশি ঝড় হতে পারে তাই অত্যধিক আনন্দ লাগছে,positive
আজ বর্ষণ হবে তাতে কোনো অবিশ্বাস নেই পাশাপাশি ঝড় হতে পারে তাই অত্যন্ত আনন্দ লাগছে,positive
আজ তুফান হবে তাতে কোনো দ্বিধা নেই পাশাপাশি ঝড় হতে পারে তাই খুব আনন্দ লাগছে,positive
আজ ধারাবর্ষণ হবে তাতে কোনো সংশয় নেই পাশাপাশি ঝড় হতে পারে তাই খুব আনন্দ লাগছে,positive
আজ বৃষ্টি হবে তাতে কোনো অবিশ্বাস নেই পাশাপাশি ঝড় হতে পারে তাই খুব ভয় লাগছে,negative
আজ ধারাবর্ষণ হবে তাতে কোনো দ্বিধা নেই পাশাপাশি ঝড় হতে পারে তাই অত্যধিক ভয় লাগছে,negative
আজ তুফান হবে তাতে কোনো সংশয় নেই পাশাপাশি ঝড় হতে পারে তাই খুব ভয় লাগছে,negative
আজ ধারাবর্ষণ হবে তাতে কোনো সন্দেহ নেই পাশাপাশি ঝড় হতে পারে তাই খুব ভয় লাগছে,negative
এত ঝড় বৃষ্টি দেখে মন টা কেনো জানি খারাপ হয়ে গেলো,negative
এত ঝড় তুফান দেখে মন টা কেনো জানি খারাপ হয়ে গেলো,negative
এত ঝড় বর্ষণ দেখে মন টা কেনো জানি খারাপ হয়ে গেলো,negative
এত ঝড় ধারাবর্ষণ দেখে মন টা কেনো জানি খারাপ হয়ে গেলো,negative
এত ঝড় বৃষ্টি দেখে মন টা কেনো জানি ভালো হয়ে গেলো,positive
এত ঝড় তুফান দেখে মন টা কেনো জানি ভালো হয়ে গেলো,positive
এত ঝড় বর্ষণ দেখে মন টা কেনো জানি ভালো হয়ে গেলো,positive
এত ঝড় ধারাবর্ষণ দেখে মন টা কেনো জানি ভালো হয়ে গেলো,positive
যদি তিনি চলে আসেন তাহলে আর অনেক মজা হবে,positive
এত ঝড় বৃষ্টি দেখে কেনো জানি আজ খুব রাগ লাগছে,negative
আবশেষে সমস্যা গুলোর সমাধান হয়েছে তাই ভালো লাগছে,positive
আবশেষে সমস্যা গুলোর সল্যুশন হয়েছে তাই ভালো লাগছে,positive
আবশেষে এত কঠিন সমস্যা গুলোর সমাধান হয়েছে তাই অনেক বেশি আনন্দিত,positive
আবশেষে এত কঠিন সমস্যা গুলোর সল্যুশন হয়েছে তাই অনেক বেশি আনন্দিত,positive
আবশেষে এই বিষয়ে সমস্যা গুলোর সমাধান হয়েছে তাই অনেক বেশি ভালো লাগছে কারন তাকে অনেক ভালোবাসি,positive
আবশেষে এই বিষয়ে সমস্যা গুলোর সল্যুশন হয়েছে তাই অনেক বেশি ভালো লাগছে কারন তাকে অনেক ভালোবাসি,positive
আবশেষে এই কষ্টের কোনো সমাধান পেলাম না আর,negative
আবশেষে এই কষ্টের কোনো সল্যুশন পেলাম না আর,negative
আমি ঝড় বৃষ্টি খুব ভালোবাসি,positive
আমি ঝড় তুফান খুব ভালোবাসি,positive
আমি ঝড় বর্ষণ খুব ভালোবাসি,positive
আমি ঝড় ধারাবর্ষণ খুব ভালোবাসি,positive
আবশেষে তার এই বিপদে তাকে সমাধান দিতে পেরে খুব আনন্দ লাগছে,positive
আবশেষে তার এই বিপদে তাকে সল্যুশন দিতে পেরে খুব আনন্দ লাগছে,positive
সে কখনো আমার কোনো প্রকার সেবা করে নি তাই তার প্রতি এত রাগ,negative
তার মাঝে কখনো মানুষের প্রতি উদারতা দেখি নি তাই তার প্রতি এত রাগ,negative
তার মাঝে কখনো মানুষের প্রতি দয়াশীলতা দেখি নি তাই তার প্রতি এত রাগ,negative
তার এসব ভয়ের কোনো সমাধান নেই তাই তার প্রতি আমার রাগ লাগে,negative
তার এসব ভয়ের কোনো সল্যুশন নেই তাই তার প্রতি আমার রাগ লাগে,negative
তাকে দেখে আনন্দের মাত্রা বেড়ে গেছে,positive
গতকাল তাকে দেখে আনন্দের সীমা বেড়ে গেছে,positive
তাকে দেখে আনন্দের ব্যাপ্তি বেড়ে গেছে,positive
তাকে দেখে আনন্দের বিস্তার বেড়ে গেছে,positive
তার ব্যপারে কোনো প্রকার সমাধান পেলাম না তাই খুব ভয় হচ্ছে,negative
তার ব্যপারে কোনো বিশেষ সল্যুশন পেলাম না তাই অত্যন্ত ভয় হচ্ছে,negative
তার ব্যপারে কোনো টাইপ সল্যুশন পেলাম না তাই অত্যধিক ভয় হচ্ছে,negative
তার ব্যপারে কোনো প্রকার সল্যুশন পেলাম না তাই ঢের ভয় হচ্ছে,negative
তার ব্যপারে কোনো প্রকার সল্যুশন পেলাম না তাই খুব ভয় হচ্ছে,negative
যখন তাকে দেখতে পেলাম সে পড়ালেখা করছে না তখন খুব রাগ লেগেছে,negative
যদবধি তাকে দেখতে পেলাম সে পড়ালেখা করছে না তখন অত্যন্ত রাগ লেগেছে,negative
যদবধি তাকে দেখতে পেলাম সে পড়ালেখা করছে না তখন অত্যধিক রাগ লেগেছে,negative
যদবধি তাকে দেখতে পেলাম সে পড়ালেখা করছে না তখন খুব রাগ লেগেছে,negative
যদবধি তাকে দেখতে পেলাম সে পড়ালেখা করছে না তখন ঢের রাগ লেগেছে,negative
কাজটা দেখে ভয়াবহ কঠিন মনে হয়ে ছিলো কিন্তু এখন সমাধান পাওয়ার পর ভালো লাগছে,positive
কাজটা দেখে ভয়াবহ কঠিন মনে হয়ে ছিলো কিন্তু এখন সল্যুশন পাওয়ার পর ভালো লাগছে,positive
সে আবশেষে আমার সাথে কঠিন রাগ করেছে ব্যপারটা নিয়ে,negative
সে অনেক কঠিন মনের মানুষ তাই খারাপ লাগে,negative
গতকাল তাকে দেখে কঠিন রকমের ভয় পেয়েছি,negative
সে কঠিন মনের মানুষ না সে সবাই কে অনেক ভালোবাসে,positive
তাকে যখন দেখতে পেলাম তখন ভালো লেগেছে অনেক,positive
তাকে যদবধি দেখতে পেলাম তখন ভালো লেগেছে অনেক,positive
কাজটি তাকে দিয়ে করানো হচ্ছে তাই দেখে আনন্দ লাগছে,positive
কাজটি তাকে দিয়ে করানো হচ্ছে তাই ভয় বৃদ্ধি পাচ্ছে,negative
তাকে অনেক দিন পর দেখতে পেলাম তাই খুব আনন্দ লাগছে,positive
ভালোবাসার মানুষ কে অনেক দিন পর দেখতে পেলাম তাই অতিশয় লাগছে,positive
ভালোবাসার মানুষ কে অনেক দিন পর দেখতে পেলাম তাই অত্যন্ত ভালো লাগছে,positive
ভালোবাসার মানুষ কে অনেক দিন পর দেখতে পেলাম তাই অত্যধিক ভালো লাগছে,positive
ভালোবাসার মানুষ কে অনেক দিন পর দেখতে পেলাম তাই নিরতিশয় বেশি ভালো লাগছে,positive
ভালোবাসার মানুষ কে অনেক দিন পর দেখতে পেলাম তাই ঢের ভালো লাগছে,positive
আবশেষে চলে যাচ্ছি তার এমন সেবা দেখে ভয় পেয়ে,negative
আবশেষে চলে যাচ্ছি তার এমন দয়াশীলতা দেখে ভয় পেয়ে,negative
আবশেষে চলে যাচ্ছি তার এমন উদারতা দেখে ভয় পেয়ে,negative
সে আমার কোনো প্রকার সেবা করে নি তাই কষ্ট পেয়েছি,negative
সে আমার কোনো বিশেষ সেবা করে নি তাই কষ্ট পেয়েছি,negative
সে আমার কোনো টাইপ সেবা করে নি তাই কষ্ট পেয়েছি,negative
তার মাঝে কখনো উদারতা দেখি নি তাই কষ্ট পেয়েছি,negative
তার মাঝে কখনো দয়াশীলতা দেখি নি তাই কষ্ট পেয়েছি,negative
তাকে সামনে থেকে দেখতে পাড়ছি তাই ভালো লাগছে,positive
সে কথা দিলে কথা রাখে না তাই রাগ লাগে,negative
সে কথা দিলে ভয় হয় যদি না রাখে,negative
সে এমন ভালো সেবা পেয়ে খুব আনন্দিত,positive
সে এমন ভালো সেবা পেয়ে অত্যন্ত আনন্দিত,positive
সে এমন ভালো সেবা পেয়ে অত্যধিক আনন্দিত,positive
সে এমন ভালো সেবা পেয়ে নিরতিশয় আনন্দিত,positive
সে এমন ভালো সেবা পেয়ে ঢের আনন্দিত,positive
তার এমন উদারতা দেখে আমি খুব আনন্দিত,positive
তার এমন দয়াশীলতা দেখে আমি অতিশয় আনন্দিত,positive
আগের দিনের সেই কথা গুলো মনে করলে মন ভালো হয়ে যায়,positive
আগের দিনের সেই কথা গুলো মনে করলে এখন খুব আনন্দ লাগে,positive
তার কাছ থেকে এত সেবা পেয়ে ভালো লাগছে,positive
তার কাছ থেকে এত উদারতা দেখে ভালো লাগছে,positive
তার কাছ থেকে এত দয়াশীলতা দেখে ভালো লাগছে,positive
তার এই উদারতা দেখে তাকে এত ভালোবাসি,positive
তার এই দয়াশীলতা দেখে তাকে এত ভালোবাসি,positive
সে আমাকে কখনো সন্দেহ করে নি তাই তাকে এত ভালোবাসি,positive
সে আমাকে কখনো সংশয় করে নি তাই তাকে এত ভালোবাসি,positive
সে আমাকে কখনো অবিশ্বাস করে নি তাই তাকে এত ভালোবাসি,positive
সে আমার ব্যপারে কখনো দ্বিধা করে নি তাই তাকে এত ভালোবাসি,positive
জীবনে কষ্ট আছে তারপরো অনেক সুখে আছি,positive
সে এখন সবকিছু সহ্য করতে পারে দেখে আনন্দ লাগছে,positive
আমি ব্যক্তিগত জীবনে তাকে দেখাতে পেড়েছি আমি তাকে কতটা ভালোবাসি,positive
আমি একান্ত জীবনে তাকে দেখাতে পেড়েছি আমি তাকে কতটা ভালোবাসি,positive
সে চলে গেলে তারপরে অনেক আনন্দ হবে,positive
আনন্দে আর সানন্দে কেটে যাচ্ছে দিন,positive
আনন্দে আর সুখেই কেটে যাচ্ছে দিন,positive
আনন্দে আর স্বাচ্ছন্দ্যে কেটে যাচ্ছে দিন,positive
আনন্দে আর সহর্ষে কেটে যাচ্ছে দিন,positive
আনন্দে আর সাহ্লাদে কেটে যাচ্ছে দিন,positive
আনন্দে আর হৃষ্টচিত্তে কেটে যাচ্ছে দিন,positive
সে চলে গেলো তারপরে জীবনে সবকিছু ঠিক হয়ে গেলো,positive
সুখেই ছিলো সবাই কিন্তু তার এই ব্যবহার গুলোর জন্য এখন আর সুখে নেই বরং তাকে এখন আর সহ্য হয় না,negative
সুখেই ছিলো সবাই কিন্তু তার এই ব্যবহার গুলোর জন্য এখন আর স্বাচ্ছন্দ্যে নেই বরং তাকে এখন আর সহ্য হয় না,negative
সুখেই ছিলো সবাই কিন্তু তার এই ব্যবহার গুলোর জন্য এখন আর সহর্ষে নেই বরং তাকে এখন আর সহ্য হয় না,negative
সুখেই ছিলো সবাই কিন্তু তার এই ব্যবহার গুলোর জন্য এখন আর সাহ্লাদে নেই বরং তাকে এখন আর সহ্য হয় না,negative
সুখেই ছিলো সবাই কিন্তু তার এই ব্যবহার গুলোর জন্য এখন আর হৃষ্টচিত্তে নেই বরং তাকে এখন আর সহ্য হয় না,negative
সুখেই ছিলো সবাই কিন্তু তার এই ব্যবহার গুলোর জন্য এখন আর সানন্দে নেই বরং তাকে এখন আর সহ্য হয় না,negative
আমি রেগে যাচ্ছি তার উপর কারন তাকে আমার সহ্য হয় না,negative
তাকে দেখলে আমার রাগ লাগবে,negative
তাকে দেখলে আমার ভালো লাগবে,positive
তাকে দেখলে আমার অনেক আনন্দ লাগবে,positive
তাকে দেখলে আমার অনেক বেশি ভালো লাগবে,positive
সে একজন অপদার্থ তাই তাকে দেখলে রাগ লাগে,negative
সে একজন নগণ্য তাই তাকে দেখলে রাগ লাগে,negative
সে একজন অকর্মণ্য তাই তাকে দেখলে রাগ লাগে,negative
সে একজন দাম্ভিক তাই তাকে দেখলে রাগ লাগে,negative
সে একজন অধম তাই তাকে দেখলে রাগ লাগে,negative
তার মত অপদার্থ দেখলে আমার ভয় হয়,negative
তার মত নগণ্য মানুষ দেখলে আমার ভয় হয়,negative
তার মত অকর্মণ্য মানুষ দেখলে আমার ভয় হয়,negative
তার মত দাম্ভিক মানুষ দেখলে আমার ভয় হয়,negative
তার মত অধম দেখলে আমার ভয় হয়,negative
সে খুব শান্ত মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব অচঞ্চল মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব স্নিগ্ধ মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব একান্ত সরল মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব অচতুর মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব নিষ্পাপ মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব সিধা মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব নিরীহ মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব সাদাসিধা মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব কোমল মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব স্থির মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব নম্র মানুষ তাই তাকে এত ভালোবাসি,positive
সে খুব শান্ত মানুষ তাই তার সাথে সুখেই আছি,positive
সে খুব অচঞ্চল মানুষ তাই তার সাথে সানন্দে আছি,positive
সে খুব স্নিগ্ধ মানুষ তাই তার সাথে সহর্ষে আছি,positive
সে খুব একান্ত সরল মানুষ তাই তার সাথে সাহ্লাদে আছি,positive
সে খুব অচতুর মানুষ তাই তার সাথে সাহ্লাদে আছি,positive
সে খুব নিষ্পাপ মানুষ তাই তার সাথে সাহ্লাদে আছি,positive
সে খুব সিধা মানুষ তাই তার সাথে সাহ্লাদে আছি,positive
সে খুব নিরীহ মানুষ তাই তার সাথে সাহ্লাদে আছি,positive
সে খুব সাদাসিধা মানুষ তাই তার সাথে সাহ্লাদে আছি,positive
সে খুব কোমল মানুষ তাই তার সাথে হৃষ্টচিত্তে আছি,positive
সে খুব স্থির মানুষ তাই তার সাথে স্বাচ্ছন্দ্যে আছি,positive
সে খুব নম্র মানুষ তাই তার সাথে সুখেই আছি,positive
সে মোটেই শান্ত মানুষ না তাই রাগ লাগে,negative
সে একেবারে অচঞ্চল মানুষ না তাই রাগ লাগে,negative
সে মোটেই স্নিগ্ধ মানুষ না তাই রাগ লাগে,negative
সে একান্ত সরল মানুষ না তাই রাগ লাগে,negative
সে একান্ত অচতুর মানুষ না তাই রাগ লাগে,negative
সে একান্ত নিষ্পাপ মানুষ না তাই রাগ লাগে,negative
সে একান্ত সিধা মানুষ না তাই রাগ লাগে,negative
সে একান্ত নিরীহ মানুষ না তাই রাগ লাগে,negative
সে একান্ত সাদাসিধা মানুষ না তাই রাগ লাগে,negative
সে সম্পূর্ণরূপে কোমল মানুষ না তাই রাগ লাগে,negative
সে নেহাৎ স্থির মানুষ না তাই রাগ লাগে,negative
সে নিতান্ত নম্র মানুষ না তাই রাগ লাগে,negative
সে নিতান্ত শান্ত মানুষ না তাই ভয় লাগে,negative
সে মোটেই অচঞ্চল মানুষ না তাই ভয় লাগে,negative
সে একেবারে স্নিগ্ধ মানুষ না তাই ভয় লাগে,negative
সে নেহাৎ একান্ত সরল মানুষ না তাই ভয় লাগে,negative
সে নেহাৎ অচতুর মানুষ না তাই ভয় লাগে,negative
সে নেহাৎ নিষ্পাপ মানুষ না তাই ভয় লাগে,negative
সে নেহাৎ সিধা মানুষ না তাই ভয় লাগে,negative
সে নেহাৎ নিরীহ মানুষ না তাই ভয় লাগে,negative
সে নেহাৎ সাদাসিধা মানুষ না তাই ভয় লাগে,negative
সে সম্পূর্ণরূপে কোমল মানুষ না তাই ভয় লাগে,negative
সে মোটেই স্থির মানুষ না তাই ভয় লাগে,negative
সে মোটেই নম্র মানুষ না তাই ভয় লাগে,negative
সে সম্পূর্ণরূপে শান্ত মানুষ না তাই খারাপ লাগে,negative
সে মোটেই অচঞ্চল মানুষ না তাই খারাপ লাগে,negative
সে নেহাৎ স্নিগ্ধ মানুষ না তাই খারাপ লাগে,negative
সে মোটেই একান্ত সরল মানুষ না তাই খারাপ লাগে,negative
সে মোটেই অচতুর মানুষ না তাই খারাপ লাগে,negative
সে মোটেই নিষ্পাপ মানুষ না তাই খারাপ লাগে,negative
সে মোটেই সিধা মানুষ না তাই খারাপ লাগে,negative
সে মোটেই নিরীহ মানুষ না তাই খারাপ লাগে,negative
সে মোটেই সাদাসিধা মানুষ না তাই খারাপ লাগে,negative
সে নিতান্ত কোমল মানুষ না তাই খারাপ লাগে,negative
সে একেবারে স্থির মানুষ না তাই খারাপ লাগে,negative
সে সম্পূর্ণরূপে নম্র মানুষ না তাই খারাপ লাগে,negative
সে মোটেই শান্ত মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে একেবারে অচঞ্চল মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে নেহাৎ স্নিগ্ধ মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে একান্ত সরল মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে একান্ত অচতুর মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে একান্ত নিষ্পাপ মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে একান্ত সিধা মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে একান্ত নিরীহ মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে একান্ত সাদাসিধা মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে সম্পূর্ণরূপে কোমল মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে মোটেই স্থির মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
সে নিতান্ত নম্র মানুষ না বরং সে মজার মানুষ যে সবার সাথে আনন্দে থাকে,positive
তাকে বাসায় না দেখলে আমার ভালো লাগবে না,negative
সে সবসময় উদাস হয়ে থাকে,negative
প্রতিমুহূর্তে আমার শুধু তোমাকেই মনে পরে,positive
সেখানে প্রতিমুহূর্তে কি করবো সব ভেবে ফেলেছি,positive
তোমাকেই লাগবে কাজটি শেষ করতে,positive
লোকটি প্রতিমুহূর্তে কষ্ট পাচ্ছে,negative
জীবনের প্রতিমুহূর্তে সুখ খুঁজে বেড়াই,positive
তোমাকেই কাছে পেলেই সে খুশি হবে,positive
প্রতিমুহূর্তে এতো বিরক্ত করবে না,negative
তার ভুলের জন্য তোমাকেই কেন শাস্তি পেতে হলো,negative
প্রতিমুহূর্তে এতো ভয়ে থাকো কেন,negative
তোমাকেই খুঁজতে এসেছিলাম কিন্তু কাউকে না দেখে আমি ভয় পেয়ে গিয়েছি,negative
তার ভুলের দায় তোমাকেই নিতে হবে,negative
শুধু তোমার কথা ভেবে দিন পার করে দেই,positive
দুঃখের কথা ভেবে কষ্ট পেয়ো না,negative
তার কথা ভেবে আমার অনেক ভাল লাগছে,positive
এতো ভেবে সময় নষ্ট না করে যা করতে বলেছি জলদি শেষ করো,negative
দিনগুলার কথা ভেবে এখনও ভয় পাই,negative
আমি সব জায়গায় তাকে খুঁজে বেড়াই,positive
জীবনের লক্ষ্য খুঁজে বেড়াই এখনও যদি মজাদার কিছু পেয়ে যাই,positive
সুখ খুঁজে বেড়াই কিন্তু কোথাও খুঁজে পাই না,negative
ভাল একটা চাকরি খুঁজে বেড়াই সব জায়গায় কিন্তু কপাল ভাল না,negative
আগের দিনগুলার কথা মনে পড়লে খুব ভাল লাগে,positive
সেই দিনগুলার কথা মনে পড়লে এখনও উত্তেজিত হয়ে যাই,positive
দিনগুলার কথা মনে পড়লে খারাপ লাগে,negative
দিনগুলার মাঝে সুখ খুঁজে পাই,positive
পুরানো দিনগুলার কথা মনে পড়লে রাগ উঠে নিজের উপর,negative
ভয় পেয়ো না আমি সবসময় তোমার পাশে আছি,positive
ভয় পেয়ো না আমরা অনেক মজা করবো সেখানে,positive
আমরা সুখে থাকবো তুমি মোটেও ভয় পেয়ো না,positive
তাকে রাগতে দেখলে ভয় পেয়ো না,negative
ভয় পেয়ো না আবার সে রেগে গেলে তুমিও রেগে যেও না,negative
ভাল চাকরি পেলে সবাই খুশি হয়,positive
সবাই ভাল একটা চাকরি আশা করে,positive
তুমি একটা চাকরি পেলে আমি অনেক বেশি খুশি হবো,positive
আমি আমার চাকরি নিয়ে মোটেও খুশি না,negative
চাকরি পেলে তোমাকে আর কাউকে ভয় পেতে হবে না,negative
তোমার খাবার অনেক বেশি মজাদার হয়,positive
তার খাবার কখনও মজাদার হয় না,negative
মজাদার কিছু করলে ভাল লাগে,positive
আমরা মজাদার কিছু করলে তোমার এতো রাগ লাগে কেন,negative
জীবনে মজাদার কিছু করতে ভয় পাও কেন,negative
এমন জায়গা খুঁজে বেড়াই যেখানে আমি ভয় পাবো না,negative
লোকটি অনেক দয়ালু ছিল,positive
শুনেছি লোকটি অনেক ভাল তাকে দেখতে চাই একবার,positive
লোকটি কাজ করতে পছন্দ করে,positive
লোকটি অনেক বেশি রেগে আছে,negative
লোকটি আমাকে ভয় দেখিয়েছে,negative
ভুলের মাশুল দিতে এসেছিলাম,positive
সবার মাঝে আনন্দ ছড়াতে এসেছিলাম,positive
আমি তাকে মারতে এসেছিলাম,negative
আমি এখানে সুখ খুঁজতে এসেছিলাম এবং সেটা পেয়েছি,positive
তোমার কাছে সাহায্যের জন্য এসেছিলাম কিন্তু তুমি যা করলে টা মোটেও ভাল ছিল না,negative
তোমার এই ভুলের জন্য একদিন তোমাকে ক্ষতিপূরণ দিতে হবে,negative
তোমার ভুলের জন্য তোমাকে মাফ করে দিলাম,positive
ভুলের মাশুল দিতে রাজি আছি,positive
তার মত দয়ালু মানুষ খুব কম পাওয়া যায়,positive
সে মোটেও দয়ালু না,negative
সে দয়ালু এবং সুখি একজন মানুষ,positive
তোমাকে দয়ালু ভেবেছিলাম কিন্তু তোমার মত খারাপ আর কেউ হতে পারে না,negative
সে অনেক দয়ালু তাকে ভয় পাওয়ার কিছু নাই,negative
তোমার ভুলের মাশুল আমি দিবো না,negative
আমার ভুলের মাশুল আমি দিবো,positive
আমি অন্য কারো ভুলের মাশুল দিতে পারবো না,negative
নিজের ভুলের মাশুল দিতে এতো ভয় পাচ্ছো কেন,negative
পুরানো দিনগুলা অনেক ভাল ছিল,positive
পুরানো স্মৃতি মনে করতে ভাল লাগে,positive
পুরানো কথা মনে পড়লে কষ্ট লাগে,negative
পুরানো দিনগুলা সুন্দর ছিল,positive
সবকিছুতে ভয় পাওয়া তোমার পুরানো স্বভাব,negative
তুমি নিজে খবরটি পড়লে আমি খুশি হবো,positive
তুমি এটা পড়লে ভয় পাবে,negative
আমি জানি তুমিও আমাকে ভালোবাসো,positive
তুমিও আমার সাথে যাচ্ছ আমরা একসাথে অনেক মজা করবো,positive
সবার মত তুমিও আমাকে ধোঁকা দিলে,negative
তুমিও আমার মত কাজ করতে পছন্দ করো,positive
তুমিও তাকে ভয় পাও,negative
ভালবাসার ক্ষতিপূরণ কি হতে পারে আরো বেশি ভালবাসা,positive
ক্ষতিপূরণ দিয়ে হলেও আমি কাজটি করতে চাই,positive
আমি কোনো প্রকার ক্ষতিপূরণ দেয়ার অবস্থায় নেই,negative
ক্ষতিপূরণ দিতে রাজি আছি,positive
আমি তোমার ভুলের জন্য কোনো প্রকার ক্ষতিপূরণ দিবো না,negative
সাহায্যের জন্য তোমাকে অনেক ধন্যবাদ,positive
তোমার সাহায্যের অপেক্ষায় আছি,positive
সাহায্যের জন্য বলেছিলে কিন্তু আমি তা করতে পারবো না বলে দুঃখিত,negative
একবার সাহায্যের কথা বলাতে তুমি রাজি হয়ে গেলে,positive
সাহায্যের জন্য আমি কারো কাছে যাবো না যদি কেউ না করে দেয়,negative
আমি তোমার উপর রাগতে চাই না,positive
আমি তাকে রাগতে দেখতে চাই,positive
আমার রাগতে ভাল লাগে না,negative
